id,myTime,myFramerate,myResolution,shaderTitle,shaderStatsLikes,shaderAuthorName,shaderAuthorDate,shaderStatsViewed,shaderDescription,shaderStatsComments
669,0.87,61.4 fps,420 x 236,Beneath the Sea,134,zel,2015-09-26,10042,Sprites float in their underwater home.,17
670,0.00,00.0 fps,420 x 236,Multistep Fluid Simulation,236,trirop,2017-04-21,10030,"You can move the obstacle with your mouse.
Runs on a 780 ti (Chrome or Edge, Windows 10) with 60 fps.",29
671,0.55,62.3 fps,420 x 236,Liberation of the True Self,201,Kali,2021-03-04,10029,Result of a shader coding jam with my friend JPupper,19
672,0.30,0.4 fps,420 x 236,Dragon [TDF2016],56,gaz,2016-02-21,10028,GLSL Graphics for Tokyo Demo Fest 2016,14
673,2.24,59.9 fps,420 x 236,Spiral of Spirals,33,KilledByAPixel,2018-05-13,10029,"Experiment with something like a Vogel spiral. Can produce some cool spiral patterns and mess with your vision after a while. Really interesting to watch how it continues to develop over time.

mouse.x = skip ahead
mouse.y = zoom",3
674,2.06,60.1 fps,420 x 236,A faster triangle noise,123,TomF,2015-09-27,10001,"A modification of https://www.shadertoy.com/view/4ssXRX, adding a second way to do triangle noise that only does a single RNG call. Whether it's actually *faster* depends on your chosen RNG function.",18
675,2.17,60.1 fps,420 x 236,Sample Pinning,138,huwb,2014-03-23,9988,Mash up of Clouds by iq and Cloud Ten by nimitz to demonstrate sample pinning & adaptive sampling algorithms presented at siggraph 2015: http://advances.realtimerendering.com/s2015/index.html,10
676,0.00,00.0 fps,420 x 236,Ocean Structure,106,dr2,2017-11-01,9988,"Abstract construction with fire, smoke, reflections and aurora.
Look around using mouse; mouse to lower-right corner for daylight view.",20
677,2.00,59.9 fps,420 x 236,Valve's screen space dither,33,Zavie,2016-04-12,9989,"Experimenting with the dithering mentioned in Alex Vlachos's GDC2015 talk. Without dithering on the left; with dithering on the right.

For comparison with other dithering functions, see: https://www.shadertoy.com/view/MslGR8
",7
678,1.17,60.0 fps,420 x 236,Blocks,132,iq,2014-02-05,9979,A 2D Voronoi pattern (see https://www.shadertoy.com/view/MdSGRc) with textures and colors,4
679,1.14,60.0 fps,420 x 236,Fractal Tiling,199,iq,2015-05-21,9939,Inspired by the previous Smooth XOR experiment.,3
680,0.00,0.7 fps,420 x 236,Shiny sphere lights,179,shaderology,2015-06-24,9929,"Fun with spherical lights, area shadows, occlusion and reflections.
Sphere and trace functions by inigo quilez, https://iquilezles.org",11
681,0.97,60.0 fps,420 x 236,simple plasma,57,Kastor,2013-10-22,9915,Just some oldskool plasma experiment,0
682,0.72,59.5 fps,420 x 236,Three Pass DOF Example,152,mu6k,2016-01-28,9912,Use mouse to rotate! My attempt at writing a decent depth of field effect. Well all I can say is that I'm satisfied with it.,9
683,0.45,0.9 fps,420 x 236,Smiley Tutorial,241,BigWIngs,2017-02-23,9917,"This is a smiley I did as part of a tutorial on YouTube. Use the mouse to look around! Hope you like it!
https://www.youtube.com/watch?v=ZlNnrpM0TRg
",35
684,1.24,60.0 fps,420 x 236,GLOW TUTORIAL,81,alro,2019-09-10,9939,"A simple glow effect and how to control it.

See https://www.desmos.com/calculator/eecd6kmwy9 for an illustration as mentioned in the code

See also P_Malin's comment below and https://www.desmos.com/calculator/f14x5a9lsb",5
685,1.10,59.9 fps,420 x 236,Neon World,219,zguerrero,2017-10-13,9886,experimenting witch ray marching and distance field,37
686,0.00,00.0 fps,420 x 236,Direct Light using MIS,115,koiava,2014-11-26,9878,"Left - BSDF sampling
Right - Light sampling
Center - Combination those strategies using MIS(E. Veach, and L. Guibas)
",14
687,2.09,59.9 fps,420 x 236,Foggy Mountains 2,137,ztri,2013-08-10,9857,Moutains with timelapse style clouds and fog. Use mouse to control the clouds & camera.,9
688,1.89,59.9 fps,420 x 236,Quake Logo,69,knarkowicz,2016-06-22,9853,Quake logo made for 20th Quake anniversary,8
689,1.80,61.4 fps,420 x 236,Cellular Tiled Tunnel,188,Shane,2016-05-12,9848,Using a cheaply constructed 3D cellular tile to emulate a 2nd order Voronoi surface in realtime.,29
690,2.18,60.0 fps,420 x 236,Molecular Dynamics,80,dr2,2016-01-21,9850,Molecular dynamics simulation of soft disks,16
691,1.26,59.9 fps,420 x 236,Rotating Structure,124,iq,2015-06-04,9824,"Another space flipping experiment, similar to https://www.shadertoy.com/view/Xdf3Rn, https://www.shadertoy.com/view/MsXGRf and https://www.shadertoy.com/view/4dsGD7. I used an infinite grid like Kali's Inversion Machine.",10
692,1.83,60.0 fps,420 x 236,Noise Lab (2D),38,candycat,2015-12-18,9816,try to fake http://www.noisemachine.com/talk1/19.html in 2D.,2
693,0.93,62.6 fps,420 x 236,watercolor,122,flockaroo,2016-10-03,9835,"watercolor effect.
basic principle: blurring strokes perpendicular to gradient, colors parallel.
",6
694,0.89,60.0 fps,420 x 236,Snowy,141,HeGu,2013-03-22,9810,"To celebrate that winter is soon over....

This shader uses various noises (uses stegu simplex noise and worley) and ramps to make a 2D snow landscape scene with an out of focus moon and a snowy slope below it.",9
695,0.68,62.5 fps,420 x 236,Paper Plane,97,zduny,2021-12-13,9786,"Prototype of my mobile game:
https://play.google.com/store/apps/details?id=com.zduny.paperplane

Controls: 
SPACE to start
LEFT ARROW and RIGHT ARROW - control the plane",44
696,1.92,60.0 fps,420 x 236,marble,188,mmalex,2013-12-09,9778,improvised glass marble,12
697,2.55,59.8 fps,420 x 236,Fluid Mosaic,194,wyatt,2018-11-15,9782,"Self-healing voronoi particles are advected by my trusty fluid algorithm.
Really crazy transition to full screen...",30
698,2.28,59.9 fps,420 x 236,Menger Star,52,Klems,2015-10-07,9774,Quick 3D fractal I made after reading http://blog.zacharyabel.com/2012/02/seeing-stars/ Use the mouse to rotate the camera.,5
699,0.48,1.4 fps,420 x 236,The Cave,162,BoyC,2013-03-03,9773,Hello Shadertoy ,11
700,0.30,0.7 fps,420 x 236,Storm in a teacup,79,dean_the_coder,2020-11-14,9791,"This started with me trying to work out how to make a cloud, and then developed from there.
The sea and plane are deliberately voxel-y, partly to keep the frame rate up and partly coz I just like it.
No airplanes were harmed in the making of this shader.",10
701,0.50,55.6 fps,420 x 236,Rhodium Fractalscape,134,Virgill,2016-10-09,9763,"Fractalscape effect from Rhodium 4k Intro
4kb executable: http://www.pouet.net/prod.php?which=68239
https://www.youtube.com/watch?v=YK7fbtQw3ZU
",15
702,1.03,59.9 fps,420 x 236,Shader Art Coding Introduction,174,kishimisu,2023-05-20,11312,https://youtu.be/f4s1h2YETNY,28
703,1.52,60.0 fps,420 x 236,Music - Mario,54,iq,2014-07-30,9741,Testing sequencing music,9
704,1.96,60.0 fps,420 x 236,Integer Hash - I,89,iq,2017-02-16,9740,"Using integer arithmetic and bit operations to create a hash. Traditionally in Shadertoy and most WebGL demos people used aliasing through fract(sin(dot())) to generate random numbers, which was machine dependent. That approach is no longer needed.",28
705,0.77,59.9 fps,420 x 236,Cloudy spikeball,178,Duke,2015-10-08,9720,"This technique was used in ""Code Is My Pron"" demo http://www.pouet.net/prod.php?which=56866
Ported it from http://glslsandbox.com/e#1802.0 with some modifications.",13
706,1.02,60.0 fps,420 x 236,fiery spiral,31,ahihi,2013-10-19,9713,:V,0
707,0.80,62.0 fps,420 x 236,TextCandy,200,CPU,2013-02-28,9699,keyed effects.,18
708,1.77,60.0 fps,420 x 236,wobbly thing,45,avix,2014-03-17,9679,goofing some more...,6
709,1.92,60.1 fps,420 x 236,Color Grid 1,99,iq,2014-10-16,9669,Some sort of undefined colored grid thingy.,5
710,1.75,60.0 fps,420 x 236,abstract_mod,73,revers,2014-11-29,9658,"Playing a little bit with shader ""abstract"" by avix",7
711,0.64,59.4 fps,420 x 236,Noise 3D Fly Through,137,revers,2016-03-30,9639,Flying through 3D noise.,11
712,1.62,60.0 fps,420 x 236,Kepler 256o,119,otaviogood,2014-02-19,9641,A planet in the habitable zone of a binary star system.,4
713,0.97,60.0 fps,420 x 236,2D Vector Field Flow,125,morgan3d,2014-02-21,9646,"Shows vector flow, for example, of a water flow map or screen-space velocity buffer. ",5
714,0.73,60.0 fps,420 x 236,Lensing,65,Ebanflo,2017-10-07,9639,based on  Star Nest by Kali . see here for realitic lensing.,7
715,0.86,62.2 fps,420 x 236,physics engine,178,archee,2017-05-28,9630,"Rigid body physics with friction using verlet integration.
Details on how it works can be found in Image.
It's interesting, how the resulting scene is different on every GPU type. 
I can't get rid of the elasticity without compute shaders.",23
716,0.24,1.0 fps,420 x 236,Spiraled Layers,236,Tater,2021-10-13,9583,"I'm really enjoying using ray intersection to remove repetition artifacts, it opens up so many possibilities. 

It also looks cool if you reverse time",36
717,0.91,62.5 fps,420 x 236,Rasterizer - Cube,80,iq,2013-02-19,9565,This shader implements software rasterization. Tex coordinates (and other vertex attributes) are interpolated correctly. Polygon clipping is not implemented though. See  for a more complex object.,8
718,2.23,60.1 fps,420 x 236,3D Cellular Tiling,155,Shane,2016-04-17,9563,Creating a Voronoi surface feel with minimal instructions by way of a cellular 3D tile.,18
719,0.80,51.8 fps,420 x 236,LowPolyLand,108,kuvkar,2016-06-13,9549,Somewhere in lowpolyland. Mouse to look around! Better disclaimer in the code.,14
720,0.77,17.3 fps,420 x 236,[SH16B] Mach 1,110,P_Malin,2016-07-16,9554,"Thrust SSC (SuperSonic Car)
https://en.wikipedia.org/wiki/ThrustSSC
First car to officially break the sound barrier.

Youtube video here: https://www.youtube.com/watch?v=hliTD0YGq1Q",44
721,0.56,60.8 fps,420 x 236,Fast Thin-Film Interference,182,cornusammonis,2016-05-01,9558,A fast and fairly realistic thin-film interference and chromatic dispersion simulation shader.,9
722,0.96,60.1 fps,420 x 236,Matte compositing,62,iq,2013-01-02,9537,A simple green screen image comping,6
723,1.52,60.1 fps,420 x 236,Starfield01,51,xaot88,2014-10-29,9560,"Updated with Camera Motion.  A random, procedural starfield.  This shader is very efficient on the GPU, even with thousands of stars.  It's customizable with a single ""threshhold"" value to create denser or sparser starfields.  Comments are welcome!",11
724,0.90,60.0 fps,420 x 236,Pseudo Gaussian Blur,61,Loadus,2015-02-09,9519,"Same as the quick linear blur, but this time the blending has a sigmoid curve applied to it, similar to the bell curve used for gaussian. Written for speed, not Quality. : )",4
725,0.92,60.1 fps,420 x 236,Alps,115,Dave_Hoskins,2014-08-02,9504,Uses a ridged fractal noise with corrosion effects for higher altitudes. I tried to remove as many artefacts as possible and still have a long draw distance. Now includes fractal wind. ,16
726,0.86,60.0 fps,420 x 236,Integer Hash - II,73,iq,2017-09-07,9509,Based on 4tfyW4. but simpler and faster. See https://www.shadertoy.com/view/llGSzw too.,19
727,2.35,60.0 fps,420 x 236,Emergence of life,180,michael0884,2020-08-25,9477,"No really, what the heck",22
728,1.17,59.8 fps,420 x 236,Coffee and Tablet,65,P_Malin,2013-02-26,9473,"Use the mouse to rotate.
I wanted to combine some raymarching with interesting materials and lighting.
Based on the textureless version here: http://glsl.heroku.com/e#6171.0",9
729,1.20,60.0 fps,420 x 236,Reintegration diffusion radius,29,michael0884,2020-09-01,9485,"A static velocity field is used
Sine wave oscillation between different distribution radii
Space to restart",0
730,0.00,00.0 fps,420 x 236,Abstract Terrain Objects,219,Shane,2019-04-26,9466,Rendering some abstract objects onto terrain. Inspired by Mike Winkelmann's imagery.,27
731,2.45,60.0 fps,420 x 236,gammatest,8,hellotanjent,2018-02-18,9443,This shader generates test bars for calibrating your monitor against the sRGB standard. See code comments for details.,9
732,0.49,1.0 fps,420 x 236,Reflect Refract TIR Fresnel RayT,104,demofox,2017-01-08,9441,"A raytracer to go along with a blog post about reflection, refraction, total internal reflection and fresnel.
Drag mouse for orbit camera.
Play with #define parameters.
http://blog.demofox.org/2017/01/09/raytracing-reflection-refraction-fresnel-total-inte",17
733,1.38,60.0 fps,420 x 236,moving bars,5,bandaloo,2020-01-28,9451,shader i made for class,0
734,2.35,60.0 fps,420 x 236,Ray Marching Experiment 22,68,aiekick,2015-04-24,9421,"Pattern based on IQ shader https://www.shadertoy.com/view/Xd2GR3 
Thanks to public_int_i/ethan for godray adding
use mouse y to change pattern and use mouse x to change camera distance",15
735,1.44,60.1 fps,420 x 236,"Brightness, contrast, saturation",48,WojtaZam,2016-03-06,9425,Basic image processing matrices.,0
736,1.56,60.1 fps,420 x 236,Video Glitch,121,dyvoid,2016-10-22,9382,"Simulated video glitches. Random simplex noise displacement, RGB shifting and horizontal line patterns.",6
737,1.98,59.9 fps,420 x 236,Tileable Perlin-Worley 3D,114,piyushslayer,2019-12-11,9366,Tileable Perlin-Worley 3D noise implementation for modeling volumetric clouds like the ones from Horizon Zero Dawn.  Drag the mouse along y-axis to see different slices.,7
738,1.42,60.1 fps,420 x 236,Magnetismic,362,nimitz,2015-05-01,9326,"Volumetric rendering of a deformed field.

Wipe Up/Down = frequency",17
739,0.00,00.0 fps,420 x 236,On the salt lake,118,iapafoto,2022-01-10,9318,"Improve a bit my red hiker. 
Inspired by nguyen nhut work https://twitter.com/nguyenhut_art
Teapot alone: https://www.shadertoy.com/view/XsSGzG",58
740,0.00,00.0 fps,420 x 236,Malmousque,131,XT95,2021-12-13,9346,"A lot based on my previous shader, but some new tricks here :
- Rock based on triangles
- Foams
- More temporal accumulations on the out of focus part!
- PBR Sky
",20
741,1.24,60.0 fps,420 x 236,[NV15] 2001 Space Station,72,otaviogood,2015-03-20,9305,My best attempt at making the space station from the movie 2001 a space odyssey.,10
742,0.72,59.9 fps,420 x 236,Submerged,73,fizzer,2013-07-03,9304,Experimenting with clipped cones. Unfortunately I have not yet got this to work correctly on Firefox on Windows. Chrome should be okay.,10
743,2.47,60.0 fps,420 x 236,Area lights,120,ben,2013-10-13,9307,"my first shader. yay!  I have no idea what I'm doing. yaaay!

area lights with glossy reflections and approximate energy conservation from Brian Karis's Siggraph talk. I'm not sure I've done the tube correctly. or the sphere. or anything else.",7
744,2.37,60.1 fps,420 x 236,mesh edit,102,FabriceNeyret2,2016-01-08,9302,drag nodes with mouse to edit the mesh. ,16
745,,,,,,,,,,
746,1.38,60.0 fps,420 x 236,pixelScreen,212,and,2016-02-28,9288,"LED screen simulation and Hilbert curve audio visualization.
Featuring Ashley Wallbridge (Darkmelo edit) track.",11
747,0.02,0.7 fps,420 x 236,Mushroom,98,iq,2015-09-04,9283,A simple mushroom looking thing all alone in the middle of nowhere.,15
748,,,,,,,,,,
749,1.48,60.0 fps,420 x 236,MetaHexaBalls,217,mu6k,2013-06-14,9261,"I have no idea how I ended up here, but it demosceneish enough to publish. You can use the mouse to rotate the camera around the 'object'.",10
750,0.00,00.0 fps,420 x 236,Soap bubbles 2D,124,foxes,2015-08-23,9258,It`s bubbles )),13
751,1.22,60.0 fps,420 x 236,Brigthton Beach,71,Dave_Hoskins,2013-06-28,9248,"A low down camera sweep of Brigthton's Beach on a misty morning. 
Mouse X to drag through time.",16
752,0.00,00.0 fps,420 x 236,Waterfalls,109,P_Malin,2014-06-04,9245,"Some waterfalls and a rainbow.
Made with so many hacks I don't know what is real any more.
...I still need to work on the camera.",31
753,2.49,60.0 fps,420 x 236,Parametrics,57,nimitz,2014-09-06,9273,Parametric plotting as minimum finding and root finding.  Please let me know if you know faster methods.,4
